developer_response,review_description,rating,review_description_after_removing_stop_words
,love this game fun to play and decorate,5,love game fun play decorate
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,so far not a bad game,3,far bad game
,super game this is my favorite game  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart  smiling face with heart ,5,super game favorite game  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart  smiling face heart 
Hi! Thanks for the feedback! We will pass on the information to our game designers.,been playing this game on hubby phone it ok for the most part i enjoy decorating so it suck when the only way i can get key is to do the match  ive never been a fan of match  plz come up with another way to earn key it suck that i have to spend money for  move use a ton of booster for  key the harder the level more money spent the more key we should earn i dont wan na use key texting when there ton to do in the hotel we should be able to do what we want with them,2,playing game hubby phone ok part enjoy decorating suck way get key match  ive never fan match  plz come another way earn key suck spend money  move use ton booster  key harder level money spent key earn dont wan na use key texting ton hotel able want
,i liked the gamenice to kill the time with,5,liked gamenice kill time
,super fun so far,5,super fun far
,only second day but am enjoying is fun,5,second day enjoying fun
,i am really liking this game it got a good storyline to go with the match ,5,really liking game got good storyline go match 
,wow unique game is really so auwessome,5,wow unique game really auwessome
,great app im enjoying this game very much try to make such game more and more  smiling face with smiling eye  smiling face with smiling eye  smiling face with smiling eye ,5,great app im enjoying game much try make game  smiling face smiling eye  smiling face smiling eye  smiling face smiling eye 
,i love the game so far and the graphic are great but what got me wa when max fell on emily and she say you can tell me your feeling a different way it wa hysterical  face with tear of joy ,5,love game far graphic great got wa max fell emily say tell feeling different way wa hysterical  face tear joy 
,the quality is quite nice  grinning face ,4,quality quite nice  grinning face 
Hi! Please try to open the game again and enter it with high Wi-Fi connection and restart your device. This should help. Write to us about the results.,i really love this game but unfortunately i cant open the game i have updated the game so i dont why it happens it always stuck when it got  load and it didnt change even after couple of day ive reached  more level so please fix it back  loudly cry face ,3,really love game unfortunately cant open game updated game dont happens always stuck got  load didnt change even couple day ive reached  level please fix back  loudly cry face 
,it so amazing when u watch them talk is so fun especially when use ur data u get lot of gift,5,amazing u watch talk fun especially use ur data u get lot gift
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,pretty cute hope it doesnt get much harder,3,pretty cute hope doesnt get much harder
,it an enjoyable game just dont expect to renovate very soon,5,enjoyable game dont expect renovate soon
,great game  bullseye ,5,great game  bullseye 
,fun game so far enjoying it,5,fun game far enjoying
,i like this game it nice and relaxing,5,like game nice relaxing
,this game is so good  smiling face with hearteyes  heart suit ,5,game good  smiling face hearteyes  heart suit 
,easy matching game so you will be able to enjoy the decorating the hotel more,5,easy matching game able enjoy decorating hotel
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,it very cool and fun such an amazing game i love it,3,cool fun amazing game love
,it wa my first time playing a game like this since i get so bored when it not an action game but then i enjoyed it tho there some problem like the game is lagging,4,wa first time playing game like since get bored action game enjoyed tho problem like game lagging
"Hi! Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.
",the game is good just wish it didnt had to switch off everytime because whenever that happens i loose a life and you must wait half and hour for one life,3,game good wish didnt switch everytime whenever happens loose life must wait half hour one life
,so far very enjoyable the c,5,far enjoyable c
, star because ad dont load to allow new decor otherwise nice game,4, star ad dont load allow new decor otherwise nice game
,love it try it out  winking face  smiling face ,5,love try  winking face  smiling face 
,please update thegame i miss playing it live tgis gane,4,please update thegame miss playing live tgis gane
,easy to play and you dont have to buy anything,5,easy play dont buy anything
,nice game with no apps,5,nice game apps
,i injoy playing the game,5,injoy playing game
Hi! Could you possible specify which levels made you get stuck? Maybe there are issues that need to be dealt with which we don't know about.,this game is not cool because the inside this game is very difficult,1,game cool inside game difficult
,this game is very nice i love  heart suit  two heart  red heart  this game  smiling face with hearteyes  ok hand  i give this game  star,5,game nice love  heart suit  two heart  red heart  game  smiling face hearteyes  ok hand  give game  star
"Hi! Thank you for the kind words, glad you liked the game. But why did you rate it only 2 star? Maybe there is something we can improve?",this is make me happy  hugging face ,2,make happy  hugging face 
,superrrrr nice gamee it ha difficult and challenging level but any time it is posible,5,superrrrr nice gamee ha difficult challenging level time posible
,pretty fun i just started but so far so good cant wait to see what happens i love the storyline job well done update ive been playing now for a while and i still like it thats got ta say something right there are some pretty hard level that have made me wan na uninstall to be honest but i really like the storyline of it pretty unique and different so if ya wan na listen to what ive got to say id say give it a shot what cha got to lose,5,pretty fun started far good cant wait see happens love storyline job well done update ive playing still like thats got ta say something right pretty hard level made wan na uninstall honest really like storyline pretty unique different ya wan na listen ive got say id say give shot cha got lose
,so fun and i love the bonus from watching ad,5,fun love bonus watching ad
, smirking face  postal horn  somehow is a different type of a match kindda  video game  gamebut very interesting yes sir  saxophone  thinking face ,5, smirking face  postal horn  somehow different type match kindda  video game  gamebut interesting yes sir  saxophone  thinking face 
"Hello! At this level, try to make more difficult combinations to create useful boosters. You will definitely succeed!",it wa fun until i got stuck on level  for over a week,3,wa fun got stuck level  week
,i loved this game  red heart ,5,loved game  red heart 
,great game love it,5,great game love
,i really enjoyed this game and challenging game and best story i love this game,5,really enjoyed game challenging game best story love game
,good game  video game ,5,good game  video game 
,wow this super game,5,wow super game
,this is amazing apps in the world,5,amazing apps world
,i love the game so much that is why i gave it five star,5,love game much gave five star
,this game is really fun and i think everybody should get it but could you make all the outfit free because i had to use my money to buy a new outfit for max,4,game really fun think everybody get could make outfit free use money buy new outfit max
,the game is good level are normal neither hard nor easy i am loving this game you get coin from you can customize your character and other and many more other function i recommend yall this game,5,game good level normal neither hard easy loving game get coin customize character many function recommend yall game
,am i comment this because i think it is going to be fun im because playrix is good to make or made a game so i download it,5,comment think going fun im playrix good make made game download
Hi! Could you possible specify which levels made you get stuck? Maybe there are issues that need to be dealt with which we don't know about.,after level  this game starting take  key for lil thing which is really annoying bcz some level are so tough,2,level  game starting take  key lil thing really annoying bcz level tough
,i love it just the whole interior decorating thing is so fun they make it easy at first so you get the hang of it than it get more difficult the only thing i would suggest is more way to win extra thing like mini game i have seen in other game or like what they had t the other day more level you win more thing like bomb and stuff you get to begin level but other than that i enjoy it,5,love whole interior decorating thing fun make easy first get hang get difficult thing would suggest way win extra thing like mini game seen game like day level win thing like bomb stuff get begin level enjoy
,very amazing game i love it  hugging face  starstruck ,5,amazing game love  hugging face  starstruck 
,sofar it fun and exciting to play the game the story is nice and the whole game is well made i just love it great job,5,sofar fun exciting play game story nice whole game well made love great job
,this game is so fun to play,5,game fun play
,i love this game very addictivekeeps me occupied during covid but it freeze and shuts off very often,5,love game addictivekeeps occupied covid freeze shuts often
,exciting game it fun,5,exciting game fun
,quite an enjoyable game,5,quite enjoyable game
,i just started playing this game so far i have been having fun playing it,5,started playing game far fun playing
,im loved it so much i will decorate the hotel when im finish polar express and then everything i need to ill be a impossible a soon a i can do think you and enjoy,5,im loved much decorate hotel im finish polar express everything need ill impossible soon think enjoy
,appsolutly love this game only small thing that let it down is when you choose your item the best you are supposed to watch an add but there isnt always one available apart from that live everything else,5,appsolutly love game small thing let choose item best supposed watch add isnt always one available apart live everything else
,cute little time killing game,5,cute little time killing game
,the game is very relaxed n rewarded with no worry about the real life just enjoy and be yourself,5,game relaxed n rewarded worry real life enjoy
,best game ever thumb up for this game keep making more beautifull game alike this  kissing face with smiling eye  kissing face with smiling eye  thumbs up  thumbs up  thumbs up  ok hand  ok hand  ok hand  victory hand  victory hand  victory hand  oncoming fist ,5,best game ever thumb game keep making beautifull game alike  kissing face smiling eye  kissing face smiling eye  thumbs  thumbs  thumbs  ok hand  ok hand  ok hand  victory hand  victory hand  victory hand  oncoming fist 
,i am happy about this game this is really awesome,5,happy game really awesome
,i enjoy so much adventure of this game but it take lot of data to activate some mystery,4,enjoy much adventure game take lot data activate mystery
,this app is very very good in boring time,5,app good boring time
,it game is a very busy interesting,5,game busy interesting
"Hi! Thank you for the kind words, glad you liked the game. But why did you rate it only 1 star? Maybe there is something we can improve?",wow very nice it very easy to play am very happy that i got a new game today thanks again,1,wow nice easy play happy got new game today thanks
,that game is amazing and  smiling face with hearteyes  i love this game and i enjoyed the game  ok hand  ok hand ,5,game amazing  smiling face hearteyes  love game enjoyed game  ok hand  ok hand 
,it is so good game but so d  smiling face with smiling eye ,4,good game  smiling face smiling eye 
,fun game but i am only ratinh give star cause i get a free peice of decor for my hotel,5,fun game ratinh give star cause get free peice decor hotel
,super game for those who love to read,4,super game love read
,fun game to play,5,fun game play
,it would be better if you would appreciate people that have played similar game not to give them a step by step,4,would better would appreciate people played similar game give step step
Hi! Thanks for the feedback! We will pass on the information to our game designers.,you cant just play you need to watch video to advance also you cant skip on how to play nah why cant game just be fun,1,cant play need watch video advance also cant skip play nah cant game fun
,this game is fun it take away your boringness away love it,5,game fun take away boringness away love
,this is a really good game,5,really good game
,it alright if it would quit turning off while i am playing then i have to go back and do it all over again,5,alright would quit turning playing go back
Hi! We are sorry about this. We hope that you will give a chance to our game and change your mind about the game.,these game is boring  pouting face  pouting face ,1,game boring  pouting face  pouting face 
,i love this game the story is great too  smiling face with smiling eye  love it,5,love game story great  smiling face smiling eye  love
Hi! What did you dislike about the game? You gave us 1 star. Please write your opinion. It's very important for us.,this is amazing game but i have the motto app no and im suspend this im so mad what i do then i take nudder phone and i play this game with this phone and im so saprise  firework  fireworks  fireworks  fireworks  fireworks  party popper  my all friend allso play this game we all are play the game this is my self game love it,1,amazing game motto app im suspend im mad take nudder phone play game phone im saprise  firework  fireworks  fireworks  fireworks  fireworks  party popper  friend allso play game play game self game love
,best game ever me know if there is anything else that i need,5,best game ever know anything else need
,great game everyone should try it,5,great game everyone try
,i really like this game but when it glitched and took my  i dont know really how i feel about it anymore,5,really like game glitched took  dont know really feel anymore
,this game is for mind relaxing i like this game,5,game mind relaxing like game
,im really enjoying this game,5,im really enjoying game
,it is really a perfect game,5,really perfect game
,i really love this game,5,really love game
,i just started playing this game but so far the story is good and the decoration and furniture are too,5,started playing game far story good decoration furniture
,it so nice game it my favourite game,5,nice game favourite game
,fun and easy you can easily play through the level without purchasing add on item,5,fun easy easily play level without purchasing add item
,i really like this kind of game i enjoy it,5,really like kind game enjoy
,thanks for the game and the game is vary nice  smiling face with smiling eye  smiling face with smiling eye  hugging face ,5,thanks game game vary nice  smiling face smiling eye  smiling face smiling eye  hugging face 
,just installed pretty cool game so far it fun,5,installed pretty cool game far fun
,interesting and getting more challenging graphic are good and easy to follow,5,interesting getting challenging graphic good easy follow
Hi! Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,this game crash at start wich suck game is non playable,2,game crash start wich suck game non playable
,iam enjoyed this game but this game is so hard  tired face ,4,iam enjoyed game game hard  tired face 
,family hostel game is nice  thumb up  thumbs up  game you can try this game  video game  video game ,4,family hostel game nice  thumb  thumbs  game try game  video game  video game 
,i love it  smiling face with hearteyes  smiling face with hearteyes  face blowing a kiss  face blowing a kiss  starstruck  starstruck  starstruck ,5,love  smiling face hearteyes  smiling face hearteyes  face blowing kiss  face blowing kiss  starstruck  starstruck  starstruck 
,unlimited unlimited money and unlimited del unlimited game and phone,5,unlimited unlimited money unlimited del unlimited game phone
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,good game  face with tongue  nerd face ,3,good game  face tongue  nerd face 
,nice game i love this game,5,nice game love game
,it hard but it beautiful toplay  smiling face with smiling eye ,5,hard beautiful toplay  smiling face smiling eye 
,very nice game i like the game,5,nice game like game
,love it easy level,5,love easy level
,so far one of the best match  game ive played love all these different detail and the story line,5,far one best match  game ive played love different detail story line
,love the story  two heart  face blowing a kiss  beaming face with smiling eye  please make max and emily together graphic are beautiful  red heart  the character are beautiful and entertaining i am happy that finally javert realise his mistake and made amendment for it and anne and mr connor are together  heart suit  please upload chapter  onwards,5,love story  two heart  face blowing kiss  beaming face smiling eye  please make max emily together graphic beautiful  red heart  character beautiful entertaining happy finally javert realise mistake made amendment anne mr connor together  heart suit  please upload chapter  onwards
,it a pretty cute game with fun graphic  smiling face with heart ,4,pretty cute game fun graphic  smiling face heart 
,nice o dont play still i need to check for seeing wonderful poc bit need to play,5,nice dont play still need check seeing wonderful poc bit need play
,i love this game so much because it so good and nice,5,love game much good nice
,i think it a good game the graphic are good good story line and the game arent impossible the game play is a little slow but overall it fun to play,5,think good game graphic good good story line game arent impossible game play little slow overall fun play
Hi! Thanks for the feedback! We will pass on the information to our game designers.,wa fun for the first few hundred level get real grindy around level  or so using up al l my life for one level is not my idea of fun,3,wa fun first hundred level get real grindy around level  using al l life one level idea fun
"Hi! Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.
",a very good game but it always crashing while i play it,3,good game always crashing play
,very enjoyable and relaxingi want to see what happens with emily and max,5,enjoyable relaxingi want see happens emily max
,love it can not stop playing it,5,love stop playing
,i love playing the game but now it the christmas event and if i want to claim the reward i need to pas the level but there is no more level  expressionless face  expressionless face  because there is no updating  woman facepalming  light skin tone  woman facepalming  light skin tone  i mean what the hellllllll,4,love playing game christmas event want claim reward need pas level level  expressionless face  expressionless face  updating  woman facepalming  light skin tone  woman facepalming  light skin tone  mean hellllllll
Hi! Please try to open the game again and enter it with high Wi-Fi connection and restart your device. This should help. Write to us about the results.,i love this game but when im update it i cant open it now may i know why it loading for so long and it still not open after,3,love game im update cant open may know loading long still open
,really good game,5,really good game
,it fun and the character ha emotion and are not robot like other one not homescapes,5,fun character ha emotion robot like one homescapes
Hi! Could you possible specify which levels made you get stuck? Maybe there are issues that need to be dealt with which we don't know about.,take wayyyy too longggg to pas level,3,take wayyyy longggg pas level
"Hi! Thank you for the kind words, glad you liked the game. But why did you rate it only 1 star? Maybe there is something we can improve?",this game is really fun i have played it for  year now and it is really funnnnnnnn,1,game really fun played  year really funnnnnnnn
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,best game not bad,3,best game bad
,just started playing it a few day ago i love it so far,5,started playing day ago love far
,my phone and first game,5,phone first game
,my experience wa great acually the best,5,experience wa great acually best
,i am liking this game so far,5,liking game far
"
Hi! Please write more information about your problem. We really want to help you.
",please give me the gold card activate in the polar journey,3,please give gold card activate polar journey
,i love this game it really intresting,5,love game really intresting
Hi! Could you possible specify which levels made you get stuck? Maybe there are issues that need to be dealt with which we don't know about.,i think it a really good game but my only problem is that the level are so hard and maybe they could be a bit easier  slightly smiling face  pleading face ,3,think really good game problem level hard maybe could bit easier  slightly smiling face  pleading face 
Hi! What did you dislike about the game? Please write your opinion. It's very important for us.,worst game  dagger  dagger  dagger  dagger  dagger  dagger  dagger  bow and arrow  dagger  dagger  dagger  bow and arrow  dagger  everything is worst in this game,1,worst game  dagger  dagger  dagger  dagger  dagger  dagger  dagger  bow arrow  dagger  dagger  dagger  bow arrow  dagger  everything worst game
Hi! We are sorry about this. We hope that you will give a chance to our game and change your mind about the game.,bad  thumb down  boring  sleeping face  and lame  unamused face ,1,bad  thumb  boring  sleeping face  lame  unamused face 
,i had played before stopped playing but now all the bug are fixed thank you so much great game need no money if you dont want to spend it i would tell you download it you will love it im  and love great game like this,5,played stopped playing bug fixed thank much great game need money dont want spend would tell download love im  love great game like
Hi! We're working on new update.,ran out of game play waiting on update that dont come,1,ran game play waiting update dont come
,i love this game and i love decor  smiling face with smiling eye ,5,love game love decor  smiling face smiling eye 
,nice game  thumb up  thumbs up ,5,nice game  thumb  thumbs 
,so far is god just now im playing will see hope it really good,4,far god im playing see hope really good
,gg im not that far ahead but so far so good,5,gg im far ahead far good
,love this game but it really hard  sad but relieved face ,4,love game really hard  sad relieved face 
,so far so goodits like list islandlove it,5,far goodits like list islandlove
,very fun addicting cute story i do wish they gave you more bomb topper and rocket on the harder board but over all it is a very fun game did i mention addicting lol,5,fun addicting cute story wish gave bomb topper rocket harder board fun game mention addicting lol
Hi! What did you dislike about the game? You gave us 1 star. Please write your opinion. It's very important for us.,this is a good game overall the way the time is to fast is ridiculous  face with rolling eye ,1,good game overall way time fast ridiculous  face rolling eye 
,great love this game,5,great love game
,solid game nice graphic great way to waste a couple of hour,5,solid game nice graphic great way waste couple hour
,could you gamers please create game like free fire and public and more please then the gamers will be happy to play this game,5,could gamers please create game like free fire public please gamers happy play game
,i love this game but i hate that you have to buy some of the decor,5,love game hate buy decor
Hello! What happens when you try to open the game?,i download the game more than times but is not working pls make it work,1,download game times working pls make work
,this is the best game i ever seen,5,best game ever seen
,it is a very nice game made my day and i loved it,5,nice game made day loved
,i love the gamei like the storybut u cant enjoy it because it always asking to download the other furniture and decor,4,love gamei like storybut u cant enjoy always asking download furniture decor
,i love the graphic feature the story line is amazing love it great work,5,love graphic feature story line amazing love great work
,i like the gamethe graphic and the story line are grate even it hard to scape the levelkeep it up  thumb up  and merry christmas  evergreen tree  evergreen tree  evergreen tree ,5,like gamethe graphic story line grate even hard scape levelkeep  thumb  merry christmas  evergreen tree  evergreen tree  evergreen tree 
,nice im enjoying it,4,nice im enjoying
,the peplum the same a the one of my life,5,peplum one life
Hi! Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,i really enjoyed this game the story is amazing but it kept on crashing  person shrugging ,3,really enjoyed game story amazing kept crashing  person shrugging 
,it really a stress relieving game,5,really stress relieving game
,it very intrustring game i like this game very much  red heart  red heart  red heart ,5,intrustring game like game much  red heart  red heart  red heart 
Hi! What did you dislike about the game? You gave us 2 stars. Please write your opinion. It's very important for us.,so far so goodlooking forward to how the rest of the game turn out,2,far goodlooking forward rest game turn
,i love this game javhert will never take control over my hotel  smiling face with smiling eye  red heart ,5,love game javhert never take control hotel  smiling face smiling eye  red heart 
,i love this game  smiling face with hearteyes  smiling face with hearteyes  face blowing a kiss  two heart  two heart ,5,love game  smiling face hearteyes  smiling face hearteyes  face blowing kiss  two heart  two heart 
,it a wonderful game especially just for time pas a familiar game super se be upper wali game,5,wonderful game especially time pas familiar game super se upper wali game
,very nice game i like this game all are requested to plz try it,5,nice game like game requested plz try
,so far the game is good and the storyline is unique pretty much like the other game like this p i did the rating star to get a reward ingame  grinning squinting face ,5,far game good storyline unique pretty much like game like p rating star get reward ingame  grinning squinting face 
,nice game i love it this game but i have problem for level  please help me out co i dont understand for the past days,5,nice game love game problem level  please help co dont understand past days
Hello! What happens when you try to open the game,i love this game but when you reach level it dont open again,3,love game reach level it dont open
,iam love this game,5,iam love game
,fun and easy to play,5,fun easy play
,something new to play,5,something new play
,it going good so far,5,going good far
,very adictive love the story line,5,adictive love story line
Hi! Thanks for the feedback! We will pass on the information to our game designers.,interesting relief my tension put need more option need to be faster,3,interesting relief tension put need option need faster
,good to reduce stress,4,good reduce stress
,i love it although i havent played it yet i am still downloading it but i think it would be amazingexcellent and interesting,5,love although havent played yet still downloading think would amazingexcellent interesting
Hi! Please try to open the game again and enter it with high Wi-Fi connection and restart your device. This should help. Write to us about the results.,i love this game it one of the best game ive ever played the reason am giving it five star is because i had this game before i lost my phone and now i cant download it on my new phone even if it compatible with it it keep telling me to use wifi even though i have data please fix this,3,love game one best game ive ever played reason giving five star game lost phone cant download new phone even compatible keep telling use wifi even though data please fix
,fun game no issue love it,5,fun game issue love
,i love family hostel game but why doe it stop at anytime im playing it,5,love family hostel game doe stop anytime im playing
,thanks for the app this game  growing heart  growing heart  growing heart ,5,thanks app game  growing heart  growing heart  growing heart 
Hi! We're working on new update.,i done with all level can you update for more,3,done level update
,i think that the company said that he is a very small number one of those people that have a lot more of an international,5,think company said small number one people lot international
Hi! What did you dislike about the game? Please write your opinion. It's very important for us.,this is worst game boredddd,1,worst game boredddd
,i like this game very much,5,like game much
,just  level in but enjoying the story line,5, level enjoying story line
,it fun good story line and so far not to hard not to easy,5,fun good story line far hard easy
,awesome game love it,5,awesome game love
,great game but when your changing something in any room sometimes it refuse eg changing the door it refuse and you cant change it,5,great game changing something room sometimes refuse eg changing door refuse cant change
,i love is game and veryeyes e game,5,love game veryeyes e game
,love it  grinning face   smiling face with hearteyes   red heart ,5,love  grinning face   smiling face hearteyes   red heart 
Hi! What did you dislike about the game? You gave us 2 stars. Please write your opinion. It's very important for us.,this app is really interest game,2,app really interest game
Hi! Please free more disk space in Your device and shut down other applications before launching the game. Also we recommend to delete performance-boosting apps from your mobile device.,for week this game ha had trouble loading up and just crash all the time,2,week game ha trouble loading crash time
,im really happy this game,5,im really happy game
,this is a very good game and i highly recomend this game for all age,5,good game highly recomend game age
,i know how to play the game better my best life living my best life,5,know play game better best life living best life
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,good enjoying to play,3,good enjoying play
Hi! Thanks for the feedback! We will pass on the information to our game designers.,i like the game but everything i go to decorate it not giving me the ability to pick the nicest furniture it said once ad load and it wont play a single add which level me stuck with the ordinary furniture,3,like game everything go decorate giving ability pick nicest furniture said ad load wont play single add level stuck ordinary furniture
,really enjoying the game level are easy to begin with but get challenging a you go though not to the point that theyre impossible to pas without paying out loving the xmas decoration event currently running,5,really enjoying game level easy begin get challenging go though point theyre impossible pas without paying loving xmas decoration event currently running
,i will give  star beacause it ha many problem and very big game sometimes they pleaded to take real money,4,give  star beacause ha many problem big game sometimes pleaded take real money
Hello! What happens when you try to open the game?,i really enjoying this game but for some reason i cant open the app after the update i hope you will fix this,1,really enjoying game reason cant open app update hope fix
Hello! Were you unable to install the game?,take so much time to install,1,take much time install
,beautiful game family,5,beautiful game family
,this game is very fantastic my sister love to play this game,4,game fantastic sister love play game
,good story line,5,good story line
,fun time waster,5,fun time waster
,it fun i enjoy the story line,5,fun enjoy story line
,i love this game sometimes it get hard which get me stuck but make it more challenging and i love challenging game but a problem though it take too much space on my tab and it kinda sad i cant download any game please try and reduce the space it take besides that is pretty great game,4,love game sometimes get hard get stuck make challenging love challenging game problem though take much space tab kinda sad cant download game please try reduce space take besides pretty great game
,what a nice game i love it but,5,nice game love
,it really nice game,5,really nice game
,rated  star just for the reward  woman shrugging  light skin tone ,5,rated  star reward  woman shrugging  light skin tone 
,i love decorating game and i find this game awesome great design and like the layout,5,love decorating game find game awesome great design like layout
,challenging always something to do and storyline always change a little i love it,5,challenging always something storyline always change little love
,so good game i like this game so much it so fun,5,good game like game much fun
Hello! Internet is required for important updates.,this is offline game butnot offline at allyou need to download furniture after that u can play again,3,offline game butnot offline allyou need download furniture u play
Hi! We are sorry about this. We hope that you will give a chance to our game and change your mind about the game.,puzzle is more in tha game,3,puzzle tha game
Hi! What did you dislike about the game? Please write your opinion. It's very important for us.,i dont like this game  pensive face ,2,dont like game  pensive face 
,love this game it easy unlike others i enjoy it so much more coin option pls,5,love game easy unlike others enjoy much coin option pls
,love this game if ur not into renovation or match  game or ur not smart enuf to play then u may not like the game a for me i love it  face blowing a kiss ,4,love game ur renovation match  game ur smart enuf play u may like game love  face blowing kiss 
,it is very good and interesting game,5,good interesting game
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,not bad i enjoy it very much,3,bad enjoy much
,very very nice game i really like this game and it garafics is really too good and also it character,5,nice game really like game garafics really good also character
,i love it it like working at a real hotel,4,love like working real hotel
,so far it pretty good well see how it go,4,far pretty good well see go
,so far i love it the extra boost and you dont have to have a lot of star to complete task let hope it stay this way,5,far love extra boost dont lot star complete task let hope stay way
,fun easy and relaxing great time killer,5,fun easy relaxing great time killer
,fun game cute storyline,5,fun game cute storyline
Hi! Please try to update the game.,i wa enjoying this game but they said is download and loading since last month why i want an answer,1,wa enjoying game said download loading since last month want answer
"Hi! Thank you for the kind words, glad you liked the game. But why did you rate it only 1 star? Maybe there is something we can improve?",it wa a nice game,1,wa nice game
,it good game but really need more event to enjoy or this will be forgotten,4,good game really need event enjoy forgotten
,it is an awesome game the level were a bit hard and there talk wa so funny when i reached level ,4,awesome game level bit hard talk wa funny reached level 
,it keep my mind off thing,5,keep mind thing
Hi! Please try to update the game.,game close when you are playing and when you watch the ad to get booster you never get them,1,game close playing watch ad get booster never get
,it a little hard but i love the game,5,little hard love game
,fun attractive game thats not too hard,5,fun attractive game thats hard
Hi! What did you dislike about the game? You gave us 2 stars. Please write your opinion. It's very important for us.,it just like oky but not good you allways play game,2,like oky good allways play game
"Hi! Thank you for the kind words, glad you liked the game. But why did you rate it only 1 star? Maybe there is something we can improve?",it a very nice game  sparkling heart  sparkling heart  love you  oncoming fist  fire  have,1,nice game  sparkling heart  sparkling heart  love  oncoming fist  fire 
,this is good for me nice game,4,good nice game
Hi! What did you dislike about the game? You gave us 3 stars. Please write your opinion. It's very important for us.,i like it  smiling face with hearteyes ,3,like  smiling face hearteyes 
,it shoud be other option to get the life and not to wait for a live but it fun  ok hand  smiling face with smiling eye ,4,shoud option get life wait live fun  ok hand  smiling face smiling eye 
Hi! We are sorry about this. We hope that you will give a chance to our game and change your mind about the game.,please dont make this type game ok sir,2,please dont make type game ok sir
,awesome game ever thanks so very much for your time,5,awesome game ever thanks much time
,mithi pandey so cool thas great but how very nice,5,mithi pandey cool thas great nice
,great game love it,5,great game love
,cute story and i love the event make passing the time pretty enjoyable,4,cute story love event make passing time pretty enjoyable
,hi it good to have such a nice family hotel game thanks and i wish you good luck  smiling face with smiling eye  kissing face with smiling eye  smiling face  slightly smiling face  face blowing a kiss  smiling face with hearteyes  thumbs up  thumbs up  thumbs up  thumbs up  thumbs up  starstruck  thumbs up  rolling on the floor laughing  winking face  and merry christmas to you guy thank you very much you need our seaport,5,hi good nice family hotel game thanks wish good luck  smiling face smiling eye  kissing face smiling eye  smiling face  slightly smiling face  face blowing kiss  smiling face hearteyes  thumbs  thumbs  thumbs  thumbs  thumbs  starstruck  thumbs  rolling floor laughing  winking face  merry christmas guy thank much need seaport
Hi! Please write us to e-mail playflock@gmail.com,what going on after i update the game i cant play anymore always pop out no connection make me regret to update,1,going update game cant play anymore always pop connection make regret update
,it been fun level have a good variety of some being more difficult than others enjoying the story so far,5,fun level good variety difficult others enjoying story far
,nice i like it  thumb up ,5,nice like  thumb 
,i love this game it ha a lot chance for gaining booster and fun to play a very addictive game,5,love game ha lot chance gaining booster fun play addictive game
,this is relly the famous updat i see it but we need more romantic and more and add new langues like arabic,5,relly famous updat see need romantic add new langues like arabic
